phylum,class,genus,species,form,sample,img_path
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,./train/Plasmodium falciparum/Pf_gametocyte_thinC_0_29.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,./train/Plasmodium falciparum/Pf_gametocyte_thinC_1_29.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,./train/Plasmodium falciparum/Pf_gametocyte_thinC_2_29.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,./train/Plasmodium falciparum/Pf_gametocyte_thinC_3_29.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,./train/Plasmodium falciparum/Pf_gametocyte_thinC_4_29.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinC_0_140.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinC_1_140.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinC_2_140.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinC_3_140.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinC_4_140.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,adult,intestine,./train/Trichuris Trichuria/T_trichiura_adult_HB1_0_237.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,adult,intestine,./train/Trichuris Trichuria/T_trichiura_adult_HB1_1_237.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,adult,intestine,./train/Trichuris Trichuria/T_trichiura_adult_HB1_2_237.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,adult,intestine,./train/Trichuris Trichuria/T_trichiura_adult_HB1_3_237.jpg
Nematoda,Enoplea,Trichuris,Trichuris Trichuria,adult,intestine,./train/Trichuris Trichuria/T_trichiura_adult_HB1_4_237.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinD_0_135.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinD_1_135.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinD_2_135.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinD_3_135.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinD_4_135.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thickA_0_52.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thickA_1_52.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thickA_2_52.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thickA_3_52.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thickA_4_52.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_eggs_OR_0_250.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_eggs_OR_1_250.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_eggs_OR_2_250.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_eggs_OR_3_250.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_eggs_OR_4_250.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_nana_HE1_0_285.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_nana_HE1_1_285.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_nana_HE1_2_285.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_nana_HE1_3_285.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_nana_HE1_4_285.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_DIC_Mike5_0_184.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_DIC_Mike5_1_184.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_DIC_Mike5_2_184.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_DIC_Mike5_3_184.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_DIC_Mike5_4_184.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_IFA_0_306.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_IFA_1_306.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_IFA_2_306.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_IFA_3_306.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_IFA_4_306.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_ring_thinC_0_79.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_ring_thinC_1_79.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_ring_thinC_2_79.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_ring_thinC_3_79.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_ring_thinC_4_79.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_diminuta_eggs_BAM4_0_273.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_diminuta_eggs_BAM4_1_273.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_diminuta_eggs_BAM4_2_273.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_diminuta_eggs_BAM4_3_273.jpg
Platyhelminthes,Cestoda,Hymenolepis,Hymenolepis spp,egg,feces,./train/Hymenolepis spp/H_diminuta_eggs_BAM4_4_273.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Cyrpto_fluor2_web_0_153.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Cyrpto_fluor2_web_1_153.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Cyrpto_fluor2_web_2_153.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Cyrpto_fluor2_web_3_153.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Cyrpto_fluor2_web_4_153.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_tric5_KS_0_9.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_tric5_KS_1_9.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_tric5_KS_2_9.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_tric5_KS_3_9.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_tric5_KS_4_9.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinE_0_55.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinE_1_55.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinE_2_55.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinE_3_55.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_troph_thinE_4_55.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinD_0_115.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinD_1_115.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinD_2_115.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinD_3_115.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinD_4_115.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric6_0_300.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric6_1_300.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric6_2_300.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric6_3_300.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric6_4_300.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_wtmt_1000X_OR_0_157.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_wtmt_1000X_OR_1_157.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_wtmt_1000X_OR_2_157.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_wtmt_1000X_OR_3_157.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_wtmt_1000X_OR_4_157.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,egg,intestine,./train/Enterobius vermicularis/E_vermicularis_eggs_tissue2_0_230.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,egg,intestine,./train/Enterobius vermicularis/E_vermicularis_eggs_tissue2_1_230.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,egg,intestine,./train/Enterobius vermicularis/E_vermicularis_eggs_tissue2_2_230.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,egg,intestine,./train/Enterobius vermicularis/E_vermicularis_eggs_tissue2_3_230.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,egg,intestine,./train/Enterobius vermicularis/E_vermicularis_eggs_tissue2_4_230.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric_0_296.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric_1_296.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric_2_296.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric_3_296.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric_4_296.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_rings_thin_NY4_0_63.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_rings_thin_NY4_1_63.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_rings_thin_NY4_2_63.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_rings_thin_NY4_3_63.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_rings_thin_NY4_4_63.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_troph_thinE_0_108.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_troph_thinE_1_108.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_troph_thinE_2_108.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_troph_thinE_3_108.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_troph_thinE_4_108.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_wtmt2_0_290.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_wtmt2_1_290.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_wtmt2_2_290.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_wtmt2_3_290.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_wtmt2_4_290.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry1_0_175.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry1_1_175.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry1_2_175.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry1_3_175.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry1_4_175.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_rings_thinB_0_101.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_rings_thinB_1_101.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_rings_thinB_2_101.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_rings_thinB_3_101.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,trophozoites,blood,./train/Plasmodium ovale/Po_rings_thinB_4_101.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,egg,intestine,./train/Enterobius vermicularis/E_vermicularis_eggs_tissue1_0_229.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,egg,intestine,./train/Enterobius vermicularis/E_vermicularis_eggs_tissue1_1_229.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,egg,intestine,./train/Enterobius vermicularis/E_vermicularis_eggs_tissue1_2_229.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,egg,intestine,./train/Enterobius vermicularis/E_vermicularis_eggs_tissue1_3_229.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,egg,intestine,./train/Enterobius vermicularis/E_vermicularis_eggs_tissue1_4_229.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_AZ1_0_170.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_AZ1_1_170.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_AZ1_2_170.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_AZ1_3_170.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_AZ1_4_170.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric4_0_304.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric4_1_304.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric4_2_304.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric4_3_304.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,cyst,wet mount,./train/Giardia duodenalis/Giardia_cyst_tric4_4_304.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./CryptoGiardiaDFA_400x2_arrows_0_156.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./CryptoGiardiaDFA_400x2_arrows_1_156.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./CryptoGiardiaDFA_400x2_arrows_2_156.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./CryptoGiardiaDFA_400x2_arrows_3_156.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./CryptoGiardiaDFA_400x2_arrows_4_156.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickB_0_119.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickB_1_119.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickB_2_119.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickB_3_119.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickB_4_119.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickE_0_122.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickE_1_122.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickE_2_122.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickE_3_122.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,schizont,blood,./train/Plasmodium vivax/Pv_schizont_thickE_4_122.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_troph_thin_NY2_0_65.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_troph_thin_NY2_1_65.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_troph_thin_NY2_2_65.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_troph_thin_NY2_3_65.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_troph_thin_NY2_4_65.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_troph_thickA_0_80.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_troph_thickA_1_80.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_troph_thickA_2_80.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_troph_thickA_3_80.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_troph_thickA_4_80.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thickC_0_72.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thickC_1_72.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thickC_2_72.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thickC_3_72.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thickC_4_72.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinE_0_137.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinE_1_137.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinE_2_137.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinE_3_137.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinE_4_137.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_DIC_rupture_0_186.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_DIC_rupture_1_186.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_DIC_rupture_2_186.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_DIC_rupture_3_186.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_DIC_rupture_4_186.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thinA_0_67.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thinA_1_67.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thinA_2_67.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thinA_3_67.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,schizont,blood,./train/Plasmodium malariae/Pm_schizont_thinA_4_67.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,adult,intestine,./train/Enterobius vermicularis/Evermicularis_worm5_HB_0_220.jpg
